mapres10,papres10,paeduc,maeduc,educ,degree,born,reg16,incom16,father_factor,mother_factor,high_school
33,39,14,12,16,bachelor's,yes,east north central,below average,Lower than Median,Lower than Median,1
45,32,12,12,12,high school,yes,south atlantic,far below average,Lower than Median,Above and Equal to Median,0
21,58,16,11,16,bachelor's,yes,east north central,average,Above and Equal to Median,Lower than Median,1
46,49,12,12,12,high school,yes,south atlantic,average,Above and Equal to Median,Above and Equal to Median,0
61,50,13,15,17,high school,yes,middle atlantic,below average,Above and Equal to Median,Above and Equal to Median,0
32,36,8,15,12,high school,yes,south atlantic,above average,Lower than Median,Lower than Median,0
47,50,12,12,18,graduate,yes,south atlantic,average,Above and Equal to Median,Above and Equal to Median,1
45,38,12,14,14,associate/junior college,yes,south atlantic,average,Lower than Median,Above and Equal to Median,1
64,32,10,18,13,high school,no,pacific,average,Lower than Median,Above and Equal to Median,0
53,38,14,12,16,graduate,yes,pacific,below average,Lower than Median,Above and Equal to Median,1
33,60,16,13,20,graduate,yes,south atlantic,above average,Above and Equal to Median,Lower than Median,1
36,50,16,12,20,graduate,no,pacific,average,Above and Equal to Median,Lower than Median,1
45,46,12,12,11,less than high school,yes,south atlantic,below average,Above and Equal to Median,Above and Equal to Median,0
31,46,6,12,12,high school,yes,south atlantic,below average,Above and Equal to Median,Lower than Median,0
45,71,16,14,16,bachelor's,yes,south atlantic,below average,Above and Equal to Median,Above and Equal to Median,1
32,42,8,12,14,high school,yes,east north central,average,Lower than Median,Lower than Median,0
35,27,12,12,12,high school,yes,south atlantic,average,Lower than Median,Lower than Median,0
35,60,13,11,12,high school,yes,south atlantic,average,Above and Equal to Median,Lower than Median,0
39,45,8,9,16,bachelor's,yes,east north central,average,Above and Equal to Median,Above and Equal to Median,1
25,35,12,13,12,high school,yes,south atlantic,average,Lower than Median,Lower than Median,0
25,39,5,10,11,less than high school,yes,south atlantic,far below average,Lower than Median,Lower than Median,0
64,62,20,15,18,graduate,yes,mountain,above average,Above and Equal to Median,Above and Equal to Median,1
35,35,9,10,13,high school,yes,south atlantic,average,Lower than Median,Lower than Median,0
37,72,12,12,19,bachelor's,yes,pacific,above average,Above and Equal to Median,Lower than Median,1
35,45,3,5,14,associate/junior college,yes,south atlantic,below average,Above and Equal to Median,Lower than Median,1
47,42,5,10,16,bachelor's,yes,south atlantic,average,Lower than Median,Above and Equal to Median,1
31,27,9,7,7,less than high school,yes,south atlantic,below average,Lower than Median,Lower than Median,0
37,60,14,12,14,high school,yes,east north central,average,Above and Equal to Median,Lower than Median,0
47,39,11,12,12,high school,yes,south atlantic,average,Lower than Median,Above and Equal to Median,0
35,42,6,13,14,associate/junior college,yes,middle atlantic,average,Lower than Median,Lower than Median,1
31,45,12,12,20,graduate,yes,new england,below average,Above and Equal to Median,Lower than Median,1
48,60,12,12,20,graduate,yes,east north central,average,Above and Equal to Median,Above and Equal to Median,1
61,74,16,16,16,bachelor's,yes,south atlantic,average,Above and Equal to Median,Above and Equal to Median,1
47,48,16,16,16,bachelor's,yes,south atlantic,average,Above and Equal to Median,Above and Equal to Median,1
31,65,20,14,18,associate/junior college,yes,south atlantic,below average,Above and Equal to Median,Lower than Median,1
48,44,8,3,12,high school,yes,south atlantic,far below average,Above and Equal to Median,Above and Equal to Median,0
27,40,4,2,10,high school,yes,east north central,above average,Lower than Median,Lower than Median,0
47,32,12,12,15,associate/junior college,yes,west north central,average,Lower than Median,Above and Equal to Median,1
26,37,4,2,11,less than high school,yes,south atlantic,far below average,Lower than Median,Lower than Median,0
25,28,14,12,15,associate/junior college,yes,east south atlantic,average,Lower than Median,Lower than Median,1
25,28,6,7,12,high school,no,pacific,below average,Lower than Median,Lower than Median,0
32,45,16,14,14,associate/junior college,yes,south atlantic,below average,Above and Equal to Median,Lower than Median,1
38,35,20,14,14,associate/junior college,yes,south atlantic,average,Lower than Median,Lower than Median,1
32,62,16,12,12,high school,yes,south atlantic,average,Above and Equal to Median,Lower than Median,0
21,21,12,0,12,high school,no,pacific,far below average,Lower than Median,Lower than Median,0
46,45,12,12,14,high school,no,pacific,far below average,Above and Equal to Median,Above and Equal to Median,0
35,26,0,12,15,associate/junior college,no,pacific,average,Lower than Median,Lower than Median,1
56,52,12,12,16,associate/junior college,yes,south atlantic,average,Above and Equal to Median,Above and Equal to Median,1
38,35,12,12,12,high school,yes,east north central,below average,Lower than Median,Lower than Median,0
47,31,14,12,16,bachelor's,yes,new england,average,Lower than Median,Above and Equal to Median,1
45,62,16,12,14,high school,yes,south atlantic,above average,Above and Equal to Median,Above and Equal to Median,0
31,38,14,12,17,bachelor's,yes,pacific,far below average,Lower than Median,Lower than Median,1
25,35,5,0,14,associate/junior college,no,south atlantic,far below average,Lower than Median,Lower than Median,1
24,38,11,10,15,high school,no,south atlantic,average,Lower than Median,Lower than Median,0
35,53,12,8,16,bachelor's,yes,south atlantic,below average,Above and Equal to Median,Lower than Median,1
36,35,12,12,14,associate/junior college,yes,mountain,below average,Lower than Median,Lower than Median,1
45,45,12,12,17,bachelor's,yes,middle atlantic,below average,Above and Equal to Median,Above and Equal to Median,1
31,26,10,9,16,bachelor's,yes,south atlantic,far below average,Lower than Median,Lower than Median,1
69,50,16,16,16,bachelor's,no,east north central,far above average,Above and Equal to Median,Above and Equal to Median,1
36,60,13,12,17,bachelor's,no,south atlantic,above average,Above and Equal to Median,Lower than Median,1
31,52,9,6,17,bachelor's,no,pacific,above average,Above and Equal to Median,Lower than Median,1
31,46,12,12,13,high school,yes,middle atlantic,below average,Above and Equal to Median,Lower than Median,0
47,52,16,12,16,bachelor's,yes,west south central,above average,Above and Equal to Median,Above and Equal to Median,1
48,63,0,0,14,associate/junior college,no,pacific,average,Above and Equal to Median,Above and Equal to Median,1
48,35,12,12,12,high school,yes,new england,below average,Lower than Median,Above and Equal to Median,0
45,34,12,12,12,high school,no,pacific,below average,Lower than Median,Above and Equal to Median,0
31,35,8,10,10,high school,no,south atlantic,below average,Lower than Median,Lower than Median,0
61,35,12,12,12,high school,yes,mountain,below average,Lower than Median,Above and Equal to Median,0
61,35,9,16,15,associate/junior college,no,south atlantic,below average,Lower than Median,Above and Equal to Median,1
31,39,14,12,13,high school,yes,new england,above average,Lower than Median,Lower than Median,0
72,53,16,16,16,associate/junior college,no,pacific,average,Above and Equal to Median,Above and Equal to Median,1
47,60,12,12,13,high school,yes,south atlantic,above average,Above and Equal to Median,Above and Equal to Median,0
55,46,17,15,17,bachelor's,no,pacific,far below average,Above and Equal to Median,Above and Equal to Median,1
48,60,12,14,19,graduate,yes,south atlantic,average,Above and Equal to Median,Above and Equal to Median,1
48,27,8,12,16,bachelor's,yes,south atlantic,below average,Lower than Median,Above and Equal to Median,1
21,59,12,14,13,high school,yes,middle atlantic,average,Above and Equal to Median,Lower than Median,0
31,46,8,8,17,bachelor's,yes,west north central,below average,Above and Equal to Median,Lower than Median,1
61,36,16,18,18,graduate,no,pacific,below average,Lower than Median,Above and Equal to Median,1
24,62,8,7,20,graduate,yes,east north central,far below average,Above and Equal to Median,Lower than Median,1
52,43,12,12,19,graduate,yes,south atlantic,average,Lower than Median,Above and Equal to Median,1
64,40,12,16,16,bachelor's,yes,south atlantic,above average,Lower than Median,Above and Equal to Median,1
53,62,12,12,12,high school,yes,east south atlantic,average,Above and Equal to Median,Above and Equal to Median,0
47,80,12,12,18,bachelor's,yes,east north central,far above average,Above and Equal to Median,Above and Equal to Median,1
37,38,16,12,14,high school,no,pacific,average,Lower than Median,Lower than Median,0
47,80,17,12,14,high school,yes,east north central,above average,Above and Equal to Median,Above and Equal to Median,0
25,28,12,11,11,high school,yes,middle atlantic,far below average,Lower than Median,Lower than Median,0
61,39,12,16,14,high school,yes,south atlantic,above average,Lower than Median,Above and Equal to Median,0
31,44,8,8,15,high school,no,pacific,below average,Above and Equal to Median,Lower than Median,0
38,25,0,8,12,high school,yes,south atlantic,above average,Lower than Median,Lower than Median,0
48,49,6,12,16,bachelor's,yes,new england,average,Above and Equal to Median,Above and Equal to Median,1
28,49,12,12,12,high school,yes,south atlantic,below average,Above and Equal to Median,Lower than Median,0
54,70,15,16,12,high school,yes,south atlantic,average,Above and Equal to Median,Above and Equal to Median,0
48,50,6,7,13,high school,yes,south atlantic,average,Above and Equal to Median,Above and Equal to Median,0
35,44,12,12,12,high school,yes,south atlantic,average,Above and Equal to Median,Lower than Median,0
35,43,12,12,16,graduate,yes,middle atlantic,average,Lower than Median,Lower than Median,1
38,31,16,18,18,graduate,yes,east north central,average,Lower than Median,Lower than Median,1
31,44,8,12,16,bachelor's,yes,new england,average,Above and Equal to Median,Lower than Median,1
45,72,12,12,18,graduate,yes,west north central,average,Above and Equal to Median,Above and Equal to Median,1
52,24,12,13,16,associate/junior college,yes,west south central,below average,Lower than Median,Above and Equal to Median,1
31,49,9,10,15,associate/junior college,yes,middle atlantic,below average,Above and Equal to Median,Lower than Median,1
47,35,12,12,18,graduate,yes,east north central,average,Lower than Median,Above and Equal to Median,1
32,38,12,12,20,graduate,yes,east north central,average,Lower than Median,Lower than Median,1
42,38,12,4,20,graduate,no,east north central,below average,Lower than Median,Above and Equal to Median,1
40,35,12,12,12,high school,yes,east north central,below average,Lower than Median,Above and Equal to Median,0
33,25,0,12,17,less than high school,no,pacific,far below average,Lower than Median,Lower than Median,0
31,43,12,8,12,high school,yes,east north central,below average,Lower than Median,Lower than Median,0
61,39,16,16,14,associate/junior college,yes,middle atlantic,average,Lower than Median,Above and Equal to Median,1
53,49,16,12,14,high school,yes,east north central,above average,Above and Equal to Median,Above and Equal to Median,0
47,43,17,13,17,graduate,yes,east north central,average,Lower than Median,Above and Equal to Median,1
69,46,12,12,10,high school,yes,south atlantic,average,Above and Equal to Median,Above and Equal to Median,0
47,25,16,13,18,graduate,yes,middle atlantic,above average,Lower than Median,Above and Equal to Median,1
38,49,8,13,14,associate/junior college,yes,middle atlantic,below average,Above and Equal to Median,Lower than Median,1
38,38,13,12,17,bachelor's,yes,east north central,average,Lower than Median,Lower than Median,1
31,36,10,10,15,high school,yes,middle atlantic,average,Lower than Median,Lower than Median,0
48,39,16,16,16,bachelor's,yes,east north central,above average,Lower than Median,Above and Equal to Median,1
44,45,12,12,12,high school,yes,south atlantic,average,Above and Equal to Median,Above and Equal to Median,0
39,32,11,12,20,graduate,yes,east north central,far below average,Lower than Median,Above and Equal to Median,1
37,60,11,12,12,high school,no,south atlantic,far below average,Above and Equal to Median,Lower than Median,0
47,31,14,14,11,less than high school,yes,south atlantic,far below average,Lower than Median,Above and Equal to Median,0
25,34,8,6,14,high school,yes,east north central,average,Lower than Median,Lower than Median,0
61,64,18,16,16,bachelor's,yes,west north central,average,Above and Equal to Median,Above and Equal to Median,1
33,60,12,12,16,bachelor's,yes,east north central,average,Above and Equal to Median,Lower than Median,1
35,28,7,8,12,high school,yes,east north central,below average,Lower than Median,Lower than Median,0
37,50,12,12,9,less than high school,yes,new england,average,Above and Equal to Median,Lower than Median,0
